year,contest_type,office,district,source_file,source_file_stem,source_file_hash,source_relative_path,source_rows,reported_expenditure_rows,reported_expenditure_amount,reported_contribution_rows,reported_contribution_amount,filer,filer_id,source_candidate_name,source_candidate_name_norm
2024,city_council,Portland City Council,3,Morillo.xls,Morillo,2e22ef99dcb8f94ea05358368503351ff7d379061f9186b137d7616382c61d08,city_concil_d3/Morillo.xls,1139,503,230589.38999999998,579,337642.7,Angelita for Portland,23028,Morillo,morillo
2024,city_council,Portland City Council,3,Morse.xls,Morse,f4d27e719c151b49391886c0b2e1ce9f17e5a8e9b3888e799281b6c5c892af4d,city_concil_d3/Morse.xls,479,172,81288.87000000001,289,83019.83,Friends of Tony Morse,23079,Morse,morse
2024,city_council,Portland City Council,3,Novick.xls,Novick,636f844175b9e1ecc6ba60fe146a53baef328f7df245e6f3929c51b993d1be62,city_concil_d3/Novick.xls,3594,662,1081644.06,2884,1098871.6099999999,Novick for Portland,15109,Novick,novick
2024,city_council,Portland City Council,3,Osman.xls,Osman,e807135fea84c7ab00a1cf6523af95070d4de26ab3ef77e4359e3b0a117da954,city_concil_d3/Osman.xls,145,52,45930.68,90,49297.06,Friends of Ahlam Osman,23681,Osman,osman
2024,city_council,Portland City Council,3,Penson.xls,Penson,122c395765679c92a70fe95a4abd4e3847067a305539f02c561d5dcd35da5454,city_concil_d3/Penson.xls,708,178,143910.77,510,145456.24,Friends of Tiffani,19875,Penson,penson
2024,city_council,Portland City Council,3,Walker.xls,Walker,d8c5c6d22860b78e900d0612a08e0249dc947214d453e38d426fe2beb4cd158f,city_concil_d3/Walker.xls,110,78,4611.129999999999,30,3889.5,Walker for Portland,23651,Walker,walker
2024,city_council,Portland City Council,3,Wanner.xls,Wanner,4fce7ca960414422808abfab625ba915c3be6b495bbc723e180509caf704c0cc,city_concil_d3/Wanner.xls,96,39,14580.779999999999,51,20086.22,Kezia For Portland,23906,Wanner,wanner
2024,city_council,Portland City Council,3,Zak.xls,Zak,84d4476bb44ec4dc416efe3c159e1707baaabf7646f604df8ced8371e6908778,city_concil_d3/Zak.xls,209,127,40457.04,74,35480.619999999995,Luke for PDX,23595,Zak,zak
2024,city_council,Portland City Council,4,Arnold.xls,Arnold,a8676f4b7c57855ee5eca1928ec1cea1c00e0fc7aec76cab0d8c3be5c59aeac4,city_concil_d4/Arnold.xls,867,196,108592.89,637,188717.97,Eli for Portland,23295,Arnold,arnold
2024,city_council,Portland City Council,4,Callahan.xls,Callahan,e7272b6b633f0b8fe4e3358cf84b312a6bbb8d320a459a3b862e756c7a89a5f9,city_concil_d4/Callahan.xls,212,98,22430.83,95,16787.59,Committee to Elect Bob Callahan,19167,Callahan,callahan
2024,city_council,Portland City Council,4,Clark.xls,Clark,b547708a9fd76718d0cbff7b5961ce6f97cda336119c55098a866325cc9fcb30,city_concil_d4/Clark.xls,1016,147,194106.54,853,340410.45,Friends of Olivia,23199,Clark,clark
2024,city_council,Portland City Council,4,DiNapoli.xls,DiNapoli,157abbc2b4b15b904036065224a3372d3a17ff0d86e37a91eee3ec2710ef14b8,city_concil_d4/DiNapoli.xls,145,45,7389.0,94,7220.0,Mike DiNapoli for Portland,23200,DiNapoli,dinapoli
2024,city_council,Portland City Council,4,Freeman.xls,Freeman,10a22431a93fae3c4415e3b7755ccf47a70dc8d78ebbe79a019d7b06c7582846,city_concil_d4/Freeman.xls,429,201,66943.08,216,66006.58,Friends of Lisa Freeman,23456,Freeman,freeman
2024,city_council,Portland City Council,4,Green.xls,Green,3dc6d31df620e5f38623189225359a6290560a1fecff78e3d34d1fdbb87f89be,city_concil_d4/Green.xls,1345,586,197062.06,730,294067.26,Friends of Mitch Green,23365,Green,green
2024,city_council,Portland City Council,4,Henry.xls,Henry,eece7e67d5e0551bea8a487daa3c99abd3624dccde3ad3f6b0a4ef7a7101de4d,city_concil_d4/Henry.xls,163,80,28935.93,77,52763.72,CHRIS HENRY FOR PORTLAND ,17191,Henry,henry
2024,city_council,Portland City Council,4,Hufford.xls,Hufford,68ede1a504dc396c8bcd0527772e7551955f66a67dde31aa7214aae47f8bfef7,city_concil_d4/Hufford.xls,328,75,89305.67,245,88777.5,Ben4Portland,23371,Hufford,hufford
2024,city_council,Portland City Council,4,Kaluba.xls,Kaluba,b8e97a7a47a091ea3be55ca612035625b9d59dc00de43cd0add723d028103e41,city_concil_d4/Kaluba.xls,8,3,325.0,4,325.0,Chomba for Portland,23454,Kaluba,kaluba
2024,city_council,Portland City Council,4,Lykins.xls,Lykins,4b60536e17ab85868e01a3260f30894965bfc16ff89e0bea9e40718aca328042,city_concil_d4/Lykins.xls,552,160,127926.92000000001,369,127402.66,Lykins for Portland,23129,Lykins,lykins
2024,city_council,Portland City Council,4,Mason.xls,Mason,f32e41e6a27eb98381414d6bb36d84a8507eba615737fbb572179d857776e3ad,city_concil_d4/Mason.xls,75,33,8723.41,41,7875.0,Team Chloe Mason,23846,Mason,mason
2024,city_council,Portland City Council,4,Morse.xls,Morse,f4d27e719c151b49391886c0b2e1ce9f17e5a8e9b3888e799281b6c5c892af4d,city_concil_d4/Morse.xls,479,172,81288.87000000001,289,83019.83,Friends of Tony Morse,23079,Morse,morse
2024,city_council,Portland City Council,4,Penkin.xls,Penkin,9ad6afcc408a39533809fbf117b613ca2d012b48abdc2afc49b649d319e28006,city_concil_d4/Penkin.xls,484,131,105363.28,343,101932.0,Penkin for Portland,23425,Penkin,penkin
2024,city_council,Portland City Council,4,Ross.xls,Ross,cd9eae8d417e08ed9c38474a6557e9aff735565dc6677da6c5e3c604d7041f0e,city_concil_d4/Ross.xls,628,264,110289.04000000001,318,106085.59,Friends of Moses Ross,18420,Ross,ross
2024,city_council,Portland City Council,4,Silkie.xls,Silkie,c488bb11f75eaf6e20d60141ace218dc6721498751ed715ff2f443c068ffa280,city_concil_d4/Silkie.xls,445,172,102010.01,256,105896.82999999999,Portlanders for Sarah Silkie,23173,Silkie,silkie
2024,city_council,Portland City Council,4,Smith.xls,Smith,362631abcda30af86b4cda72003d910adb2c6e59dbc96309cd7b1952a5c28817,city_concil_d4/Smith.xls,444,234,22616.059999999998,193,54279.0,Jeremy Beausoleil Smith for Portland City Council,23411,Smith,smith
2024,city_council,Portland City Council,4,Thompson.xls,Thompson,db842d5b6a2eed1b3d0205e1087b3f0b699127aa1606c1f619a11e94482eb01b,city_concil_d4/Thompson.xls,119,51,11191.4,60,15966.5,Friends of Ciatta Thompson ,23778,Thompson,thompson
2024,city_council,Portland City Council,4,Toran.xls,Toran,9404e6b66d455bb0b8a6b87ceca3c07411eec71df1a86470ffb196d9f158aa61,city_concil_d4/Toran.xls,191,93,16332.26,85,9407.0,Friends of John Toran,23204,Toran,toran
2024,city_council,Portland City Council,4,Underdahl.xls,Underdahl,7c59a3bcd568d1b56851c5bf72ce3105e22964538ac08aeda5f3c238ff8c26cb,city_concil_d4/Underdahl.xls,55,23,1886.77,29,3134.0,Soren for Portland,23353,Underdahl,underdahl
2024,city_council,Portland City Council,4,Weinstein.xls,Weinstein,0d9f03b551174a98a58c3f0806b2e0e372b3bdc70a507d93425195e8c9346869,city_concil_d4/Weinstein.xls,369,99,80985.14,260,73688.6,Friends of Bob Weinstein,23322,Weinstein,weinstein
2024,city_council,Portland City Council,4,Zimmerman.xls,Zimmerman,d0b341c84a57284c373a5fe8512347120a8d62cd9700c6b98a9fc4aaf6c7c0aa,city_concil_d4/Zimmerman.xls,907,188,291095.64999999997,702,262826.32999999996,Friends of Eric Zimmerman,17629,Zimmerman,zimmerman
2024,city_council,Portland City Council,4,trimble.xls,trimble,d34374f48a7e30e9b3cbfb23bd2526f06caa1cb30afef455fb2265d63c937e85,city_concil_d4/trimble.xls,48,22,1349.8600000000001,21,1155.0,Michael4PDX,23376,trimble,trimble
