source,year_filter,district_filter,outcome,feature,family,measure,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r,pearson_p_fdr,spearman_p_fdr
OpenElections contributions,2024,all,mentions,bin_amount_share_small,overall_bins,dollar share,65,0.1656576143566725,0.18723840661591903,0.2175262237762238,0.08174786495413348,0.1656576143566725,0.2175262237762238,0.32766721157785833,0.13788796498287575
OpenElections contributions,2024,all,mentions,individual_bin_count_share_small,individual_business_bins,record share,65,0.1633090816801559,0.19365616854383264,0.22424004026421532,0.07253484927632307,0.1633090816801559,0.22424004026421532,0.33176711354957844,0.12536887529241025
OpenElections contributions,2024,all,mentions,bin_count_share_small,overall_bins,record share,65,0.1630690962747799,0.19432073793618165,0.20255903147004065,0.10561523473714567,0.1630690962747799,0.20255903147004065,0.33176711354957844,0.16429036514667103
OpenElections contributions,2024,all,mentions,business_bin_amount_share_small,individual_business_bins,dollar share,42,-0.15904923655720918,0.31438062759284335,-0.21864010757968397,0.16419968924637407,0.15904923655720918,0.21864010757968397,0.46329776697892705,0.2298795649449237
OpenElections contributions,2024,all,mentions,individual_bin_amount_share_micro,individual_business_bins,dollar share,65,-0.14389409178019702,0.2528042982989007,-0.08286713286713288,0.5116548613246201,0.14389409178019702,0.08286713286713288,0.4115418809516988,0.6070481405546341
OpenElections contributions,2024,all,mentions,oregon_bin_count_share_micro,geography_bins,record share,65,-0.1420081753157052,0.2591418927496523,-0.19818835434262583,0.11351612512972775,0.1420081753157052,0.19818835434262583,0.41700994235576233,0.17464019250727345
OpenElections contributions,2024,all,mentions,cash_bin_count_share_large,cash_in_kind_bins,record share,65,-0.13909683056834002,0.2691347288744476,0.12162297497545439,0.334485328721204,0.13909683056834002,0.12162297497545439,0.42632419772747826,0.418106660901505
OpenElections contributions,2024,all,mentions,individual_bin_amount_share_small,individual_business_bins,dollar share,65,0.138555636326399,0.27102038284103974,0.19110785739621378,0.12726952910452197,0.138555636326399,0.19110785739621378,0.42632419772747826,0.19158853843691478
OpenElections contributions,2024,all,mentions,business_bin_count_medium,individual_business_bins,record count,65,0.13332706104064626,0.28969266029060387,0.2446667795880757,0.04950019570816666,0.13332706104064626,0.2446667795880757,0.4428944872170542,0.09308804713272914
OpenElections contributions,2024,all,mentions,in_kind_bin_count_micro,cash_in_kind_bins,record count,65,0.13249844208380174,0.29272759600744924,0.23247862849438725,0.06238396970334544,0.13249844208380174,0.23247862849438725,0.4428944872170542,0.1119712276726713
OpenElections contributions,2024,all,mentions,individual_amount_share,individual_business,dollar share,65,0.13214933822744068,0.29401245401199244,-0.06085450306826573,0.6301244504684401,0.13214933822744068,0.06085450306826573,0.4428944872170542,0.7114308311740454
OpenElections contributions,2024,all,mentions,oregon_bin_count_share_medium,geography_bins,record share,65,0.13209616441095712,0.294208480794186,0.4352394032502544,0.0002908200725590023,0.13209616441095712,0.4352394032502544,0.4428944872170542,0.0007539779658937096
OpenElections contributions,2024,all,mentions,bin_amount_share_micro,overall_bins,dollar share,65,-0.128138550657581,0.30903841158618905,-0.043356643356643354,0.7316501372192362,0.128138550657581,0.043356643356643354,0.4602699747028348,0.7940389086100238
OpenElections contributions,2024,all,mentions,business_bin_amount_medium,individual_business_bins,dollar amount,65,0.11831722167918657,0.3478859023754464,0.2409960133607832,0.0531279108292914,0.11831722167918657,0.2409960133607832,0.5018938747200207,0.09786720415922101
OpenElections contributions,2024,all,mentions,in_kind_count_share,cash_in_kind,record share,65,-0.11748149974905023,0.35132571230401444,0.4915878109328492,3.204346135855675e-05,0.11748149974905023,0.4915878109328492,0.5018938747200207,8.796244294505774e-05
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_share_medium,cash_in_kind_bins,dollar share,28,0.11473932550408068,0.560978976482369,0.1629076849823744,0.40751245369359307,0.11473932550408068,0.1629076849823744,0.7079372539975566,0.48762173946241905
OpenElections contributions,2024,all,mentions,in_kind_bin_count_share_medium,cash_in_kind_bins,record share,28,0.11456805924772112,0.561567767699276,0.17863670284274155,0.36308299781837944,0.11456805924772112,0.17863670284274155,0.7079372539975566,0.4382036180566648
OpenElections contributions,2024,all,mentions,cash_bin_amount_share_micro,cash_in_kind_bins,dollar share,65,-0.11362071539284997,0.36748814511547256,-0.02740414558889103,0.8284475989817223,0.11362071539284997,0.02740414558889103,0.5196802052137995,0.8674531445344904
OpenElections contributions,2024,all,mentions,cash_count_share,cash_in_kind,record share,65,0.11265777372440035,0.3715886484685919,-0.11994665192648805,0.34123955497540187,0.11265777372440035,0.11994665192648805,0.5202241078560287,0.42277466988102885
OpenElections contributions,2024,all,mentions,in_kind_amount_share,cash_in_kind,dollar share,65,0.1023380419195023,0.4172511104361292,0.4974918976560041,2.4850778597213833e-05,0.1023380419195023,0.4974918976560041,0.5783678758520603,6.958218007219873e-05
OpenElections contributions,2024,all,mentions,portland_share,geography,record share,62,0.09980624020762532,0.4402259007721551,-0.027701877486686646,0.8307601754649869,0.09980624020762532,0.027701877486686646,0.5983653020204049,0.8674531445344904
OpenElections contributions,2024,all,mentions,individual_bin_count_share_micro,individual_business_bins,record share,65,-0.09861357448421598,0.4344913041384869,-0.1778409090909091,0.15639378461333675,0.09861357448421598,0.1778409090909091,0.5963606135234134,0.22116292773603174
OpenElections contributions,2024,all,mentions,same_district_bin_count_share_large,geography_bins,record share,61,-0.09331014727274978,0.474447457666397,0.20302070630922317,0.11659432333887272,0.09331014727274978,0.20302070630922317,0.6339331489246406,0.17742614421132805
OpenElections contributions,2024,all,mentions,portland_bin_count_share_medium,geography_bins,record share,62,0.09231729500273511,0.47544986169348047,0.40794940125826795,0.000997350109122348,0.09231729500273511,0.40794940125826795,0.6339331489246406,0.00249337527280587
OpenElections contributions,2024,all,mentions,in_kind_bin_amount_share_mega,cash_in_kind_bins,dollar share,28,0.08962980041691256,0.650139913729497,0.1917643087813714,0.3282868324306379,0.08962980041691256,0.1917643087813714,0.7779451959156374,0.4140554643269307
OpenElections contributions,2024,all,mentions,bin_amount_share_medium,overall_bins,dollar share,65,0.08911023259108773,0.48025283954109943,0.24428415884103225,0.04986859667824775,0.08911023259108773,0.24428415884103225,0.6342962031674898,0.09308804713272914
OpenElections contributions,2024,all,mentions,cash_bin_amount_share_medium,cash_in_kind_bins,dollar share,65,0.08165720384369086,0.5178593338542933,0.2120218629883691,0.08997234547056517,0.08165720384369086,0.2120218629883691,0.6775729601831875,0.14478308466527728
OpenElections contributions,2024,all,mentions,bin_count_share_micro,overall_bins,record share,65,-0.07897930644527265,0.5317252670602689,-0.13181818181818183,0.29523466340978,0.07897930644527265,0.13181818181818183,0.6892734943373856,0.37920048511347887
OpenElections contributions,2024,all,mentions,business_bin_amount_small,individual_business_bins,dollar amount,65,0.07606495831191395,0.5470212747920377,-0.004304060129538089,0.9728553929072888,0.07606495831191395,0.004304060129538089,0.7025961327604153,0.9728553929072888
OpenElections contributions,2024,all,mentions,cash_bin_amount_share_large,cash_in_kind_bins,dollar share,65,-0.07243791778333994,0.5663498031980453,0.05488499235669886,0.6641151495751957,0.07243791778333994,0.05488499235669886,0.7079372539975566,0.7379057217502174
OpenElections contributions,2024,all,mentions,oregon_share,geography,record share,65,0.07117737077621343,0.5731413294707471,-0.1284668349928181,0.3077902445432362,0.07117737077621343,0.1284668349928181,0.7100866028841115,0.39173303850957336
OpenElections contributions,2024,all,mentions,bin_count_share_large,overall_bins,record share,65,-0.07018148669438481,0.5785334279605417,0.1165048762057735,0.35537201771377697,0.07018148669438481,0.1165048762057735,0.7104796483725951,0.4326268041732937
OpenElections contributions,2024,all,mentions,bin_amount_share_large,overall_bins,dollar share,65,-0.06892044447390164,0.5853943839526914,0.018367885888297623,0.8845328509556257,0.06892044447390164,0.018367885888297623,0.7126540326380592,0.9039021834583036
OpenElections contributions,2024,all,mentions,business_count,individual_business,record count,65,0.06311005182946622,0.6174727636701015,0.21495122350676066,0.0855180183844167,0.06311005182946622,0.21495122350676066,0.745225749257019,0.1425300306406945
OpenElections contributions,2024,all,mentions,individual_bin_amount_share_medium,individual_business_bins,dollar share,65,0.052785258245367665,0.6762379166372754,0.1554972714741503,0.21613397444388127,0.052785258245367665,0.1554972714741503,0.8023161722815132,0.29377433419556676
OpenElections contributions,2024,all,mentions,business_bin_count_small,individual_business_bins,record count,65,0.05091202204924186,0.6871226906283627,-0.017134109717289153,0.8922409503698746,0.05091202204924186,0.017134109717289153,0.8027865727024206,0.9051719786361047
OpenElections contributions,2024,all,mentions,business_bin_amount_large,individual_business_bins,dollar amount,65,-0.049834217733995906,0.6934144498674009,0.02844429767869766,0.8220406689784131,0.049834217733995906,0.02844429767869766,0.8027865727024206,0.8674531445344904
OpenElections contributions,2024,all,mentions,cash_bin_count_share_micro,cash_in_kind_bins,record share,65,-0.0497619664539837,0.6938369664070921,-0.14873414264592694,0.23702463578447286,0.0497619664539837,0.14873414264592694,0.8027865727024206,0.31603284771263046
OpenElections contributions,2024,all,mentions,business_bin_count_large,individual_business_bins,record count,65,-0.04750551195742954,0.7070786043389836,0.046941701730755195,0.7104009684075481,0.04750551195742954,0.046941701730755195,0.8114016771103091,0.7770010591957557
OpenElections contributions,2024,all,mentions,same_district_share,geography,record share,62,0.04476912195629885,0.7297096768783791,0.07312927311996059,0.5721695793929367,0.04476912195629885,0.07312927311996059,0.8305638598615697,0.6620143893802573
OpenElections contributions,2024,all,mentions,median_amount,scale,dollar amount,65,-0.03571924775148602,0.7775753107846112,0.05659842279689858,0.654285689179157,0.03571924775148602,0.05659842279689858,0.8779076089503675,0.7327999718806558
OpenElections contributions,2024,all,mentions,portland_bin_count_share_micro,geography_bins,record share,62,-0.029847990659942286,0.8178651662118877,-0.08362922112261087,0.5181306818139376,0.029847990659942286,0.08362922112261087,0.908739073568764,0.6095655080163972
OpenElections contributions,2024,all,mentions,individual_bin_amount_share_large,individual_business_bins,dollar share,65,0.02956822103903882,0.815130748991067,0.1609109953130479,0.20037045738113657,0.02956822103903882,0.1609109953130479,0.908739073568764,0.27501827483685415
OpenElections contributions,2024,all,mentions,in_kind_bin_count_share_mega,cash_in_kind_bins,record share,28,-0.028173530063722196,0.8868340788937401,0.18193024166437802,0.3541558324466474,0.028173530063722196,0.18193024166437802,0.9328330516461092,0.4326268041732937
OpenElections contributions,2024,all,mentions,mean_amount,scale,dollar amount,65,-0.027968470622640185,0.8249701670291236,0.07591783216783217,0.5477990671596614,0.027968470622640185,0.07591783216783217,0.909415932158089,0.6390989116862716
OpenElections contributions,2024,all,mentions,same_district_bin_count_share_small,geography_bins,record share,61,0.026713452250701555,0.8380730690197626,0.03175778416405799,0.8080316251417338,0.026713452250701555,0.03175778416405799,0.9164114423121976,0.8635452482430742
OpenElections contributions,2024,all,mentions,portland_bin_count_share_large,geography_bins,record share,62,-0.025438552142204432,0.8444076861305249,0.22360399795123165,0.08063332027822416,0.025438552142204432,0.22360399795123165,0.9164114423121976,0.13766664437745588
OpenElections contributions,2024,all,mentions,business_amount,individual_business,dollar amount,65,-0.022756096970593158,0.8572083481502525,0.1711751818614447,0.17276675032020428,0.022756096970593158,0.1711751818614447,0.9231474518541181,0.23947866381018415
OpenElections contributions,2024,all,mentions,portland_bin_count_share_small,geography_bins,record share,62,0.019113737464280793,0.8827750429343266,0.06371191137754255,0.62274835895383,0.019113737464280793,0.06371191137754255,0.9328330516461092,0.7088192703539528
OpenElections contributions,2024,all,mentions,cash_amount_share,cash_in_kind,dollar share,65,-0.019110154872723994,0.8799005626536947,-0.20815192373079702,0.09613397003868104,0.019110154872723994,0.20815192373079702,0.9328330516461092,0.15294040687971985
OpenElections contributions,2024,all,mentions,oregon_bin_count_share_large,geography_bins,record share,65,-0.017035974636903435,0.8928544922898474,0.21367960370853456,0.08742976283592924,0.017035974636903435,0.21367960370853456,0.9328330516461092,0.1440019623180011
OpenElections contributions,2024,all,mentions,same_district_bin_count_share_medium,geography_bins,record share,61,0.016018325738043585,0.9024818686111802,0.43965340307537354,0.00039240281783160216,0.016018325738043585,0.43965340307537354,0.9359071230041869,0.0009988435362986237
OpenElections contributions,2024,all,mentions,same_district_bin_count_share_micro,geography_bins,record share,61,0.01229510504734925,0.9250736109710453,0.013273751293674887,0.919128943945596,0.01229510504734925,0.013273751293674887,0.9501701270973556,0.9257413823912477
OpenElections contributions,2024,all,mentions,individual_bin_count_share_medium,individual_business_bins,record share,65,-0.011141409564048056,0.9298093386595551,0.23923759359697583,0.05494094812376028,0.011141409564048056,0.23923759359697583,0.9501701270973556,0.09989263295229142
OpenElections contributions,2024,all,mentions,cash_bin_count_share_medium,cash_in_kind_bins,record share,65,-0.00531252297078387,0.9664985782240662,0.25781703211295837,0.038130405680576226,0.00531252297078387,0.25781703211295837,0.9805058039954294,0.07626081136115245
OpenElections contributions,2024,all,mentions,individual_bin_count_share_large,individual_business_bins,record share,65,0.0028739661067911197,0.9818727388348674,0.2128645938244695,0.08867263241325876,0.0028739661067911197,0.2128645938244695,0.9889365714883556,0.14435079695181657
OpenElections contributions,2024,all,mentions,bin_count_share_medium,overall_bins,record share,65,0.000932904899226164,0.9941153512010402,0.2770084991918204,0.025490173616308103,0.000932904899226164,0.2770084991918204,0.9941153512010402,0.051719192844683105
