type,city,state,zip,amount,contributorType,contributionType,contributionSubType,date,matchAmount,oaeType,campaignId,campaignName,officeSought,batchId,source_file_group,longitude,latitude,isMiscCashContributionUnder100,district,year,candidate,candidate_norm,is_public_matching_contribution
contribution,PORTLAND,OR,97219,25.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-119,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,MCMINNVILLE,OR,97128,5.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-96,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97218,10.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,matchable,163,Mitch Green 2026, Councilor District 4,batch-121,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,LAKE OSWEGO,OR,97034,25.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-122,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,ELK GROVE,CA,95624,40.0,individual,contribution,cash,2026-08-01 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-123,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97239,50.0,individual,contribution,cash,2026-07-31 12:00:00+00:00,,matchable,170,Eli Arnold 2026, Councilor District 4,batch-124,participant,,,,4,2026,Eli Arnold,eli arnold,False
contribution,PORTLAND,OR,97217,25.0,individual,contribution,cash,2026-07-31 07:00:00+00:00,250.0,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-125,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97212,25.0,individual,contribution,cash,2026-07-31 07:00:00+00:00,250.0,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-126,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97219,25.0,individual,contribution,cash,2026-07-31 07:00:00+00:00,250.0,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-127,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97225,100.0,individual,contribution,cash,2026-07-31 07:00:00+00:00,,allowable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-128,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97219,25.0,individual,contribution,cash,2026-07-31 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-129,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97239,50.0,individual,contribution,cash,2026-07-31 07:00:00+00:00,250.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-124,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,SALEM,OR,97305,5.0,individual,contribution,cash,2026-07-31 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-131,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,Portland ,OR,97209,250.0,individual,contribution,cash,2026-07-30 12:00:00+00:00,250.0,matchable,162,Eric Zimmerman 2026, Councilor District 4,batch-132,participant,,,,4,2026,Eric Zimmerman,eric zimmerman,False
contribution,Portland,OR,97209,100.0,individual,contribution,cash,2026-07-30 12:00:00+00:00,,matchable,162,Eric Zimmerman 2026, Councilor District 4,batch-133,participant,,,,4,2026,Eric Zimmerman,eric zimmerman,False
contribution,Portland,OR,97221,25.0,individual,contribution,cash,2026-07-30 12:00:00+00:00,250.0,matchable,162,Eric Zimmerman 2026, Councilor District 4,batch-134,participant,,,,4,2026,Eric Zimmerman,eric zimmerman,False
contribution,Portland,OR,97239,100.0,individual,contribution,cash,2026-07-30 12:00:00+00:00,250.0,matchable,170,Eli Arnold 2026, Councilor District 4,batch-135,participant,,,,4,2026,Eli Arnold,eli arnold,False
contribution,PORTLAND,OR,97214,50.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-136,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97203,56.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-101,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97213,15.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-138,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,30.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,250.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-139,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97203,10.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-101,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97203,10.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-101,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97215,100.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-142,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,LAKE OSWEGO,OR,97034,40.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-143,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97215,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,250.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-142,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-145,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97211,5.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-146,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97217,10.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-147,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,LAKE OSWEGO,OR,97034,40.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-143,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,THE DALLES,OR,97058,5.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-149,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97215,15.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-150,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97212,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-151,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97211,5.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-146,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97217,10.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-147,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-154,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,30.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-139,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97203,5.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,50.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-156,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97221,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,250.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-157,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97215,10.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-158,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-159,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,Portland,OR,97202,50.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,177,Tom Sollitt 2026, Councilor District 3,batch-160,participant,,,,3,2026,Tom Sollitt,tom sollitt,False
contribution,PORTLAND,OR,97214,50.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,250.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-136,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97217,10.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-147,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97203,5.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-156,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,LAKE OSWEGO,OR,97034,40.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-143,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,197,Angelita Morillo 2026, Councilor District 3,batch-145,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97206,50.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-166,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97213,10.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-25,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97215,100.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-142,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97203,5.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-156,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,50.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-136,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,WOODBURN,OR,97071,101.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-171,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97216,5.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,50.0,matchable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-172,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-145,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-174,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-175,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97211,5.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,50.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-146,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-177,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97219,50.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-178,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97202,30.0,individual,contribution,cash,2026-07-30 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-139,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,Portland,OR,97201,10.0,individual,contribution,cash,2026-07-29 12:00:00+00:00,100.0,matchable,162,Eric Zimmerman 2026, Councilor District 4,batch-180,participant,,,,4,2026,Eric Zimmerman,eric zimmerman,False
contribution,Portland,OR,97219,100.0,individual,contribution,cash,2026-07-29 12:00:00+00:00,,matchable,162,Eric Zimmerman 2026, Councilor District 4,batch-181,participant,,,,4,2026,Eric Zimmerman,eric zimmerman,False
contribution,Portland,OR,97221,25.0,individual,contribution,cash,2026-07-29 12:00:00+00:00,250.0,matchable,162,Eric Zimmerman 2026, Councilor District 4,batch-182,participant,,,,4,2026,Eric Zimmerman,eric zimmerman,False
contribution,PORTLAND,OR,97218,4.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,,matchable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-121,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97212,10.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,100.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-184,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97203,50.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,250.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-185,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97214,16.67,individual,contribution,cash,2026-07-29 07:00:00+00:00,150.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-186,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97217,8.34,individual,contribution,cash,2026-07-29 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-147,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97219,25.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-188,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
contribution,PORTLAND,OR,97211,83.33,individual,contribution,cash,2026-07-29 07:00:00+00:00,,allowable,163,Mitch Green 2026, Councilor District 4,batch-189,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,MILWAUKEE,WI,53212,10.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-190,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97217,100.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-109,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,PORTLAND,OR,97206,116.67,individual,contribution,cash,2026-07-29 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-192,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,BROOKLYN,NY,11215,25.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,,allowable,164,Tiffany Koyama Lane 2026, Councilor District 3,batch-193,participant,,,,3,2026,Tiffany Koyama Lane,tiffany koyama lane,False
contribution,CHICAGO,IL,60630,5.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,,allowable,175,Jeremy Beausoleil Smith 2026, Councilor District 4,batch-194,participant,,,,4,2026,Jeremy Beausoleil Smith,jeremy beausoleil smith,False
contribution,Portland,OR,97206,20.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,,matchable,177,Tom Sollitt 2026, Councilor District 3,batch-195,participant,,,,3,2026,Tom Sollitt,tom sollitt,False
contribution,PORTLAND,OR,97214,25.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,250.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-196,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97217,50.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,250.0,matchable,163,Mitch Green 2026, Councilor District 4,batch-197,participant,,,,4,2026,Mitch Green,mitch green,False
contribution,PORTLAND,OR,97229,50.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,,allowable,199,Jamey Evenstar 2026, Councilor District 4,batch-198,participant,,,,4,2026,Jamey Evenstar,jamey evenstar,False
contribution,PORTLAND,OR,97215,350.0,individual,contribution,cash,2026-07-29 07:00:00+00:00,,matchable,197,Angelita Morillo 2026, Councilor District 3,batch-199,participant,,,,3,2026,Angelita Morillo,angelita morillo,False
