scope,district,outcome,predictor,family,measure,n,pearson_r,pearson_p,spearman_r,spearman_p,abs_pearson_r,abs_spearman_r,pearson_p_fdr,spearman_p_fdr
district,4,mention_share,contribution_share_mega,bin_shares,other,17,0.3666238075084771,0.1477677655152627,0.33694239521923985,0.1860014348618251,0.3666238075084771,0.33694239521923985,0.3447914528689463,0.289481966368625
district,4,first_place_share,total_amount,totals,dollar amount,17,0.7765366267701935,0.0002464776932918649,0.7009803921568628,0.0017194111989726412,0.7765366267701935,0.7009803921568628,0.0034506877060861084,0.024071756785616977
district,4,first_place_share,total_contribution_count,totals,record count,17,0.608261615860678,0.009577054125506213,0.5416666666666667,0.024714801734579784,0.608261615860678,0.5416666666666667,0.0670393788785435,0.1730036121420585
district,4,first_place_share,average_contribution,totals,other,17,0.037055377869185536,0.8877172640052413,0.3995098039215687,0.11211790882594828,0.037055377869185536,0.3995098039215687,0.9548943549540005,0.2057875106694099
district,4,first_place_share,median_contribution,totals,other,17,-0.018618770004393735,0.9434571573507422,0.3500337893756689,0.16840774158615635,0.018618770004393735,0.3500337893756689,0.9548943549540005,0.20711919629449155
district,4,first_place_share,amount_share_micro,bin_shares,dollar share,17,-0.3378072723711033,0.18480305566333158,-0.34313725490196084,0.17753073968099276,0.3378072723711033,0.34313725490196084,0.48334443885816225,0.20711919629449155
district,4,first_place_share,contribution_share_micro,bin_shares,other,17,-0.19864690023357642,0.4446756496382658,-0.4191176470588236,0.09401767970071613,0.19864690023357642,0.4191176470588236,0.69171767721508,0.2057875106694099
district,4,first_place_share,amount_share_small,bin_shares,dollar share,17,0.500025765583795,0.04095688775601622,0.4803921568627451,0.050961600052324425,0.500025765583795,0.4803921568627451,0.19113214286140903,0.18744393190493366
district,4,first_place_share,contribution_share_small,bin_shares,other,17,0.40394970668631214,0.1078197402790133,0.4191176470588236,0.09401767970071613,0.40394970668631214,0.4191176470588236,0.3773690909765466,0.2057875106694099
district,4,first_place_share,amount_share_medium,bin_shares,dollar share,17,0.30022220915437803,0.24167221942908113,0.3801349580222765,0.13229197114462066,0.30022220915437803,0.3801349580222765,0.48334443885816225,0.2057875106694099
district,4,first_place_share,contribution_share_medium,bin_shares,other,17,0.03892698236035541,0.8820823316036686,0.47578181842788153,0.05355540911569533,0.03892698236035541,0.47578181842788153,0.9548943549540005,0.18744393190493366
district,4,first_place_share,amount_share_large,bin_shares,dollar share,17,0.014848601609862497,0.9548943549540005,0.14742059239963684,0.5723238113609056,0.014848601609862497,0.14742059239963684,0.9548943549540005,0.5723238113609056
district,4,first_place_share,contribution_share_large,bin_shares,other,17,-0.05246496380826605,0.8414975010956227,0.2899271650526191,0.25897949941675796,0.05246496380826605,0.2899271650526191,0.9548943549540005,0.27890099937189317
